feedback_id,patient_id,country,device,timestamp,issue_type,resolved,source,comments,user_rating,tags
1019,1019,Estonia,Desktop,2025-02-02T08:53,video,True,support_email,Screenreader skips sections,3.7,"resolved,satisfied"
1020,1020,Luxembourg,Tablet,2025-06-28T01:07,video,True,website_form,No issues,,
1021,1021,Liechtenstein,Desktop,2025-04-22T20:54,font_size,False,support_email,Hard to read buttons,,
1022,1022,Iceland,Desktop,2025-02-01T04:38,contrast,True,website_form,Color contrast poor,,
1023,1023,Belgium,Mobile,2025-07-16T05:52,font_size,False,chatbot,All accessible,1.1,"bug-report,resolved,urgent"
1024,1024,Belgium,Mobile,2025-03-21T00:11,font_size,True,website_form,Color contrast poor,,
1025,1025,Slovakia,Mobile,2025-11-04T18:31,navigation,False,call_center,Audio captions missing,,
1026,1026,Netherlands,Mobile,2025-07-27T13:09,contrast,False,call_center,Screenreader skips sections,,
1027,1027,UK,Tablet,2025-05-02T20:41,video,False,in-app_survey,Navigation confusing,,
1028,1028,Estonia,Tablet,2025-08-09T00:10,navigation,True,support_email,Audio captions missing,,
1029,1029,Finland,Tablet,2025-03-12T20:46,audio,False,call_center,No issues,,
1030,1030,Luxembourg,Mobile,2025-08-20T21:11,audio,False,website_form,Navigation confusing,4.1,"bug-report,urgent"
1031,1031,Romania,Tablet,2025-10-27T12:04,contrast,True,website_form,Color contrast poor,,
1032,1032,Austria,Desktop,2025-03-24T12:48,labels,True,in-app_survey,Font size adjustable,1.4,"bug-report,feature-request,minor"
1033,1033,Bulgaria,Tablet,2025-11-27T00:59,font_size,False,in-app_survey,All accessible,4.4,bug-report
1034,1034,Poland,Mobile,2025-08-22T09:14,font_size,True,call_center,Color contrast poor,5.0,"satisfied,minor,frustrated"
1035,1035,Sweden,Desktop,2025-06-25T13:36,audio,True,support_email,No issues,1.1,"urgent,minor,resolved"
1036,1036,Andorra,Mobile,2025-04-27T06:36,none,False,chatbot,Navigation confusing,,
1037,1037,Spain,Mobile,2025-07-21T12:55,contrast,True,website_form,Font size adjustable,4.6,resolved
1038,1038,San Marino,Mobile,2025-01-08T09:59,none,False,call_center,Navigation confusing,3.0,satisfied
1039,1039,Austria,Tablet,2025-10-17T09:25,audio,True,chatbot,Screenreader skips sections,4.5,"urgent,satisfied"
1040,1040,Poland,Tablet,2025-01-02T10:26,navigation,True,support_email,Hard to read buttons,,
1041,1041,Austria,Mobile,2025-02-26T18:57,audio,True,support_email,Screenreader skips sections,3.2,"feature-request,frustrated,urgent"
1042,1042,Portugal,Tablet,2025-08-05T08:46,contrast,True,in-app_survey,All accessible,,
1043,1043,Romania,Mobile,2025-08-10T07:01,contrast,True,website_form,Audio captions missing,,
1044,1044,France,Tablet,2025-08-02T12:49,labels,True,call_center,Audio captions missing,,
1045,1045,Belgium,Mobile,2025-02-20T11:22,font_size,False,call_center,Hard to read buttons,,
1046,1046,Slovenia,Tablet,2025-09-19T01:51,contrast,True,in-app_survey,Screenreader skips sections,1.4,minor
1047,1047,Romania,Tablet,2025-11-08T09:08,audio,False,call_center,Screenreader skips sections,2.8,"urgent,feature-request"
1048,1048,Spain,Mobile,2025-09-07T15:45,video,False,website_form,All accessible,,
1049,1049,Bulgaria,Tablet,2025-05-28T20:15,audio,False,support_email,Screenreader skips sections,,
1050,1050,Portugal,Desktop,2025-03-27T16:14,navigation,True,in-app_survey,Navigation confusing,4.6,"satisfied,bug-report,feature-request"
1051,1051,Norway,Desktop,2025-04-23T14:41,none,False,in-app_survey,Hard to read buttons,,
1052,1052,Germany,Mobile,2025-05-19T12:19,none,True,in-app_survey,Font size adjustable,,
1053,1053,Serbia,Mobile,2025-01-28T12:24,labels,True,website_form,Color contrast poor,,
1054,1054,Germany,Tablet,2025-06-01T19:48,navigation,False,chatbot,Color contrast poor,3.6,"urgent,frustrated,feature-request"
1055,1055,Turkey,Tablet,2025-10-14T13:50,video,True,in-app_survey,Audio captions missing,,
1056,1056,Slovakia,Tablet,2025-08-14T18:46,audio,False,website_form,Audio captions missing,,
1057,1057,Austria,Desktop,2025-01-09T21:17,contrast,True,chatbot,Font size adjustable,,
1058,1058,Poland,Tablet,2025-10-01T03:19,audio,False,support_email,No issues,2.6,"feature-request,resolved,frustrated"
1059,1059,France,Mobile,2025-01-15T01:22,labels,True,call_center,Hard to read buttons,,
1060,1060,Portugal,Mobile,2025-10-18T10:04,labels,True,support_email,Font size adjustable,,
1061,1061,Finland,Desktop,2025-10-21T01:14,contrast,True,website_form,All accessible,3.0,frustrated
1062,1062,Germany,Tablet,2025-12-08T01:45,navigation,False,in-app_survey,Navigation confusing,,
1063,1063,Germany,Tablet,2025-04-12T03:04,audio,False,in-app_survey,Screenreader skips sections,,
1064,1064,Slovenia,Desktop,2025-11-14T09:09,contrast,False,chatbot,Navigation confusing,2.3,"resolved,frustrated"
1065,1065,France,Desktop,2025-06-02T09:59,font_size,True,in-app_survey,Color contrast poor,2.6,"feature-request,bug-report,resolved"
1066,1066,Monaco,Tablet,2025-12-17T18:45,navigation,True,call_center,Hard to read buttons,,
1067,1067,Norway,Mobile,2025-11-03T02:59,font_size,False,chatbot,Screenreader skips sections,,
1068,1068,Andorra,Desktop,2025-10-16T21:33,audio,False,support_email,Font size adjustable,,
1069,1069,Austria,Mobile,2025-04-15T10:47,contrast,True,call_center,Audio captions missing,3.3,feature-request
1070,1070,Switzerland,Mobile,2025-07-08T18:52,none,True,chatbot,Color contrast poor,2.4,"urgent,feature-request,bug-report"
1071,1071,Slovenia,Tablet,2025-10-22T04:38,navigation,False,support_email,Navigation confusing,,
1072,1072,Iceland,Desktop,2025-08-01T05:07,labels,False,chatbot,All accessible,2.6,"minor,satisfied,bug-report"
1073,1073,Sweden,Desktop,2025-07-01T22:10,contrast,True,chatbot,Audio captions missing,,
1074,1074,Romania,Desktop,2025-07-23T17:15,video,False,in-app_survey,Navigation confusing,,
1075,1075,Turkey,Tablet,2025-10-20T03:46,contrast,True,support_email,All accessible,,
1076,1076,Latvia,Tablet,2025-07-10T15:44,font_size,True,chatbot,Screenreader skips sections,,
1077,1077,Serbia,Mobile,2025-08-06T16:46,audio,False,in-app_survey,Color contrast poor,1.0,"feature-request,frustrated,bug-report"
1078,1078,Monaco,Mobile,2025-05-11T12:20,none,True,website_form,Hard to read buttons,2.4,"satisfied,resolved,frustrated"
1079,1079,Ireland,Mobile,2025-09-09T18:56,audio,False,in-app_survey,Navigation confusing,,
1080,1080,Switzerland,Desktop,2025-05-09T19:48,contrast,True,support_email,No issues,1.5,"bug-report,resolved"
1081,1081,Germany,Tablet,2025-09-26T06:00,labels,True,support_email,Color contrast poor,3.2,"resolved,minor,urgent"
1082,1082,Andorra,Desktop,2025-08-10T03:45,video,True,call_center,Audio captions missing,4.8,"frustrated,bug-report"
1083,1083,Portugal,Desktop,2025-05-24T21:07,navigation,True,website_form,Screenreader skips sections,,
1084,1084,Monaco,Tablet,2025-02-23T22:20,contrast,False,in-app_survey,Navigation confusing,3.0,"bug-report,frustrated"
1085,1085,Austria,Desktop,2025-10-13T07:43,font_size,False,call_center,No issues,3.2,"urgent,frustrated,resolved"
1086,1086,Finland,Tablet,2025-08-10T04:12,video,True,chatbot,Color contrast poor,,
1087,1087,Germany,Mobile,2025-12-09T19:24,video,True,support_email,All accessible,1.3,"satisfied,minor,frustrated"
1088,1088,Finland,Mobile,2025-04-10T21:31,labels,False,chatbot,Navigation confusing,,
1089,1089,Slovakia,Desktop,2025-04-04T09:26,labels,False,website_form,Audio captions missing,,
1090,1090,Romania,Tablet,2025-07-23T04:49,labels,False,chatbot,Audio captions missing,2.9,"frustrated,urgent"
1091,1091,France,Mobile,2025-05-17T06:56,none,False,in-app_survey,Navigation confusing,,
1092,1092,Lithuania,Mobile,2025-05-02T08:31,video,True,support_email,Hard to read buttons,2.3,"resolved,bug-report"
1093,1093,Belgium,Tablet,2025-10-11T04:38,audio,True,in-app_survey,Audio captions missing,2.6,"minor,satisfied,resolved"
1094,1094,Spain,Tablet,2025-01-17T06:23,audio,True,website_form,Audio captions missing,3.8,"resolved,satisfied"
1095,1095,Switzerland,Mobile,2025-03-12T10:26,font_size,True,in-app_survey,Hard to read buttons,,
1096,1096,Andorra,Desktop,2025-09-13T15:02,font_size,False,support_email,Hard to read buttons,,
1097,1097,Czech Republic,Tablet,2025-02-27T12:41,labels,True,support_email,Screenreader skips sections,4.1,urgent
1098,1098,France,Desktop,2025-12-27T17:38,font_size,True,chatbot,Audio captions missing,3.0,"resolved,frustrated,bug-report"
1099,1099,Lithuania,Tablet,2025-12-01T09:17,labels,True,in-app_survey,Font size adjustable,3.4,"resolved,feature-request"
1100,1100,Luxembourg,Mobile,2025-05-14T02:14,labels,False,call_center,Font size adjustable,,
1101,1101,San Marino,Tablet,2025-04-13T00:31,video,False,support_email,Screenreader skips sections,,
1102,1102,France,Mobile,2025-04-15T11:30,audio,True,support_email,Navigation confusing,,
1103,1103,Malta,Desktop,2025-04-28T15:37,font_size,True,website_form,Audio captions missing,3.5,urgent
1104,1104,Luxembourg,Tablet,2025-12-27T18:48,font_size,True,call_center,Font size adjustable,,
1105,1105,Turkey,Desktop,2025-01-11T22:36,audio,False,in-app_survey,Font size adjustable,,
1106,1106,Malta,Mobile,2025-09-16T10:41,font_size,False,call_center,All accessible,,
1107,1107,Portugal,Desktop,2025-07-23T02:24,font_size,True,website_form,Screenreader skips sections,,
1108,1108,Lithuania,Mobile,2025-03-21T16:31,font_size,False,call_center,Hard to read buttons,2.8,urgent
1109,1109,Czech Republic,Tablet,2025-06-20T11:36,video,True,website_form,Font size adjustable,2.7,"frustrated,resolved"
1110,1110,Ireland,Tablet,2025-12-12T16:38,navigation,False,call_center,Color contrast poor,,
1111,1111,Sweden,Desktop,2025-09-23T15:00,navigation,False,website_form,No issues,,
1112,1112,UK,Mobile,2025-12-07T06:44,contrast,False,support_email,Screenreader skips sections,,
1113,1113,Romania,Tablet,2025-09-08T11:40,contrast,True,support_email,Font size adjustable,2.9,urgent
1114,1114,Lithuania,Tablet,2025-12-10T11:39,none,False,support_email,Color contrast poor,,
1115,1115,Poland,Tablet,2025-02-05T16:37,video,False,support_email,Font size adjustable,1.6,"minor,feature-request,resolved"
1116,1116,Luxembourg,Desktop,2025-03-01T07:13,contrast,True,website_form,No issues,,
1117,1117,UK,Mobile,2025-02-02T04:32,none,False,call_center,All accessible,,
1118,1118,Malta,Mobile,2025-07-25T12:45,labels,False,support_email,Navigation confusing,3.0,minor
1119,1119,Ireland,Desktop,2025-11-27T08:45,font_size,False,chatbot,All accessible,,
1120,1120,Poland,Tablet,2025-02-18T13:41,navigation,True,in-app_survey,Navigation confusing,,
1121,1121,Romania,Tablet,2025-07-07T19:35,font_size,False,support_email,No issues,,
1122,1122,UK,Desktop,2025-08-12T16:12,contrast,False,support_email,Screenreader skips sections,,
1123,1123,Poland,Tablet,2025-01-20T08:02,video,False,call_center,Audio captions missing,,
1124,1124,Italy,Tablet,2025-01-28T22:59,labels,False,call_center,No issues,3.8,"feature-request,frustrated"
1125,1125,San Marino,Desktop,2025-01-12T00:39,video,True,website_form,No issues,,
1126,1126,Latvia,Tablet,2025-12-02T10:06,none,False,website_form,Hard to read buttons,4.3,urgent
1127,1127,Bulgaria,Tablet,2025-01-22T12:26,none,True,in-app_survey,Color contrast poor,3.7,"frustrated,minor"
1128,1128,Monaco,Desktop,2025-12-09T02:11,labels,True,support_email,Color contrast poor,,
1129,1129,Slovenia,Desktop,2025-11-24T00:19,navigation,False,in-app_survey,Navigation confusing,,
1130,1130,Portugal,Tablet,2025-08-03T03:58,contrast,True,in-app_survey,No issues,,
1131,1131,Denmark,Desktop,2025-04-21T11:29,contrast,True,support_email,Color contrast poor,3.5,resolved
1132,1132,Sweden,Mobile,2025-01-13T22:18,font_size,False,website_form,Navigation confusing,,
1133,1133,Iceland,Mobile,2025-04-06T09:16,video,False,support_email,Screenreader skips sections,,
1134,1134,Bulgaria,Mobile,2025-11-17T14:53,video,True,in-app_survey,Audio captions missing,,
1135,1135,Ireland,Mobile,2025-12-17T17:53,video,False,in-app_survey,Color contrast poor,3.3,"bug-report,feature-request,frustrated"
1136,1136,Andorra,Tablet,2025-11-06T15:08,labels,False,support_email,Audio captions missing,2.9,urgent
1137,1137,Germany,Mobile,2025-12-04T20:22,none,True,website_form,Audio captions missing,,
1138,1138,Turkey,Tablet,2025-02-06T11:19,font_size,False,chatbot,No issues,,
1139,1139,Latvia,Tablet,2025-08-19T18:44,labels,False,call_center,Color contrast poor,,
1140,1140,Croatia,Mobile,2025-01-08T16:06,labels,False,support_email,Audio captions missing,2.5,"bug-report,frustrated"
1141,1141,Denmark,Tablet,2025-03-10T19:44,audio,True,chatbot,No issues,,
1142,1142,Hungary,Desktop,2025-06-15T12:10,labels,True,website_form,Color contrast poor,2.3,urgent
1143,1143,Hungary,Mobile,2025-02-06T07:54,font_size,False,in-app_survey,Color contrast poor,,
1144,1144,Denmark,Mobile,2025-02-16T17:43,labels,True,call_center,Audio captions missing,3.2,"urgent,bug-report"
1145,1145,Austria,Desktop,2025-07-05T10:48,font_size,False,support_email,Font size adjustable,,
1146,1146,Lithuania,Tablet,2025-07-18T02:22,labels,True,website_form,No issues,,
1147,1147,Bulgaria,Mobile,2025-06-17T00:39,audio,False,in-app_survey,Color contrast poor,,
1148,1148,Lithuania,Desktop,2025-06-13T20:11,labels,True,support_email,Font size adjustable,1.8,feature-request
1149,1149,Slovenia,Desktop,2025-03-13T21:33,none,True,call_center,Screenreader skips sections,4.3,feature-request
1150,1150,Denmark,Mobile,2025-03-19T16:24,video,False,in-app_survey,All accessible,3.9,"resolved,bug-report,urgent"
1151,1151,Croatia,Mobile,2025-01-10T13:16,video,True,chatbot,All accessible,,
1152,1152,Luxembourg,Tablet,2025-06-28T17:23,contrast,True,call_center,Audio captions missing,,
1153,1153,Portugal,Desktop,2025-01-11T22:37,navigation,True,chatbot,All accessible,,
1154,1154,Estonia,Mobile,2025-01-04T15:29,navigation,True,chatbot,Navigation confusing,,
1155,1155,San Marino,Mobile,2025-03-10T11:26,contrast,False,support_email,Font size adjustable,2.3,"resolved,urgent"
1156,1156,Belgium,Mobile,2025-12-02T17:47,labels,True,website_form,Screenreader skips sections,,
1157,1157,Sweden,Tablet,2025-03-21T15:27,navigation,False,call_center,Color contrast poor,,
1158,1158,Andorra,Tablet,2025-08-02T02:20,navigation,True,website_form,Screenreader skips sections,,
1159,1159,Hungary,Mobile,2025-07-01T05:47,navigation,True,call_center,Screenreader skips sections,4.9,feature-request
1160,1160,Poland,Mobile,2025-10-17T17:54,none,True,in-app_survey,Navigation confusing,,
1161,1161,Ireland,Mobile,2025-05-24T22:49,font_size,False,chatbot,Hard to read buttons,,
1162,1162,Finland,Tablet,2025-05-09T00:26,font_size,True,call_center,No issues,,
1163,1163,Switzerland,Desktop,2025-12-11T07:04,audio,False,chatbot,All accessible,2.8,"feature-request,urgent,minor"
1164,1164,Turkey,Tablet,2025-07-16T17:00,navigation,False,support_email,Navigation confusing,,
1165,1165,Norway,Mobile,2025-12-16T06:34,video,True,call_center,Font size adjustable,,
1166,1166,Portugal,Tablet,2025-08-18T11:05,font_size,False,support_email,Font size adjustable,,
1167,1167,Latvia,Tablet,2025-08-01T04:39,audio,True,chatbot,Navigation confusing,,
1168,1168,Slovenia,Desktop,2025-05-18T23:31,font_size,False,chatbot,No issues,,
1169,1169,Croatia,Desktop,2025-04-04T18:18,font_size,True,call_center,Audio captions missing,4.8,urgent
1170,1170,Netherlands,Tablet,2025-11-21T20:20,audio,False,website_form,Audio captions missing,1.9,"feature-request,resolved,frustrated"
1171,1171,Estonia,Mobile,2025-08-06T05:25,navigation,True,chatbot,Navigation confusing,,
1172,1172,Finland,Tablet,2025-02-13T18:41,labels,False,call_center,Color contrast poor,,
1173,1173,Switzerland,Desktop,2025-10-20T16:05,audio,False,in-app_survey,Navigation confusing,,
1174,1174,Denmark,Tablet,2025-11-16T21:05,navigation,True,chatbot,Audio captions missing,,
1175,1175,Iceland,Desktop,2025-08-12T23:55,font_size,True,call_center,Color contrast poor,,
1176,1176,Estonia,Mobile,2025-04-22T19:28,font_size,True,call_center,Screenreader skips sections,2.2,minor
1177,1177,Turkey,Desktop,2025-04-15T23:04,contrast,True,call_center,All accessible,,
1178,1178,Spain,Mobile,2025-05-23T17:07,video,True,call_center,All accessible,,
1179,1179,Italy,Mobile,2025-07-27T23:49,contrast,False,call_center,All accessible,,
1180,1180,Belgium,Desktop,2025-03-28T08:48,none,True,website_form,Navigation confusing,,
1181,1181,Turkey,Desktop,2025-04-26T15:13,navigation,True,support_email,Screenreader skips sections,,
1182,1182,Liechtenstein,Desktop,2025-05-11T09:44,labels,False,call_center,Font size adjustable,,
1183,1183,Germany,Desktop,2025-03-17T09:01,font_size,False,chatbot,Navigation confusing,,
1184,1184,Hungary,Tablet,2025-03-19T20:19,labels,False,support_email,No issues,,
1185,1185,Sweden,Desktop,2025-10-10T12:16,video,True,in-app_survey,Color contrast poor,,
1186,1186,Norway,Tablet,2025-01-09T11:46,audio,False,call_center,No issues,,
1187,1187,Norway,Tablet,2025-09-11T16:23,labels,False,website_form,All accessible,,
1188,1188,Spain,Mobile,2025-04-10T06:14,font_size,False,chatbot,Screenreader skips sections,4.6,frustrated
1189,1189,Romania,Mobile,2025-08-19T20:58,contrast,True,website_form,Navigation confusing,,
1190,1190,Croatia,Tablet,2025-02-11T16:04,navigation,True,in-app_survey,All accessible,,
1191,1191,Austria,Desktop,2025-05-26T23:11,video,True,website_form,All accessible,,
1192,1192,Portugal,Tablet,2025-04-24T02:57,font_size,False,in-app_survey,Color contrast poor,4.9,"satisfied,feature-request"
1193,1193,San Marino,Desktop,2025-06-26T20:04,font_size,False,in-app_survey,All accessible,3.3,"bug-report,resolved,urgent"
1194,1194,Liechtenstein,Mobile,2025-10-01T18:27,none,True,call_center,Color contrast poor,1.8,"satisfied,minor,resolved"
1195,1195,Estonia,Desktop,2025-05-25T13:38,navigation,False,website_form,Navigation confusing,,
1196,1196,Monaco,Mobile,2025-11-10T08:55,audio,True,support_email,Font size adjustable,,
1197,1197,Monaco,Mobile,2025-11-15T03:48,font_size,False,in-app_survey,Navigation confusing,,
1198,1198,Monaco,Mobile,2025-08-06T05:04,none,False,support_email,Screenreader skips sections,,
1199,1199,Latvia,Mobile,2025-11-22T17:52,font_size,True,in-app_survey,Color contrast poor,,
1200,1200,Luxembourg,Desktop,2025-11-10T19:13,audio,True,support_email,No issues,3.0,"resolved,satisfied"
1201,1201,Denmark,Tablet,2025-11-06T10:33,labels,False,support_email,Color contrast poor,2.6,resolved
1202,1202,Luxembourg,Mobile,2025-06-05T09:21,video,False,support_email,All accessible,,
1203,1203,Italy,Mobile,2025-06-21T04:29,none,False,in-app_survey,Color contrast poor,3.3,"urgent,bug-report"
1204,1204,France,Mobile,2025-07-26T12:20,audio,True,website_form,All accessible,3.9,"resolved,feature-request"
1205,1205,Netherlands,Desktop,2025-04-06T10:46,labels,False,in-app_survey,Audio captions missing,,
1206,1206,Liechtenstein,Desktop,2025-05-20T18:24,contrast,True,in-app_survey,Navigation confusing,,
1207,1207,Sweden,Tablet,2025-02-11T23:26,none,True,website_form,Font size adjustable,2.5,"urgent,bug-report"
1208,1208,Malta,Desktop,2025-08-08T10:36,audio,False,chatbot,Font size adjustable,,
1209,1209,Sweden,Desktop,2025-12-23T23:20,none,False,call_center,Color contrast poor,,
1210,1210,Iceland,Tablet,2025-12-09T08:38,video,True,website_form,Screenreader skips sections,2.9,"feature-request,resolved"
1211,1211,Lithuania,Mobile,2025-08-26T01:53,audio,True,chatbot,Navigation confusing,,
1212,1212,Greece,Tablet,2025-08-10T18:21,video,True,in-app_survey,Screenreader skips sections,2.7,satisfied
1213,1213,Belgium,Tablet,2025-03-26T16:54,none,True,chatbot,All accessible,,
1214,1214,Iceland,Desktop,2025-11-14T08:29,labels,True,support_email,Screenreader skips sections,,
1215,1215,Lithuania,Desktop,2025-07-19T09:00,audio,False,in-app_survey,Hard to read buttons,3.3,"satisfied,frustrated"
1216,1216,Greece,Tablet,2025-08-21T21:12,none,False,chatbot,No issues,2.7,"resolved,minor"
1217,1217,France,Tablet,2025-10-28T01:49,font_size,False,in-app_survey,Navigation confusing,1.6,"minor,urgent"
1218,1218,Switzerland,Tablet,2025-04-07T09:10,labels,False,website_form,Color contrast poor,,
1219,1219,France,Desktop,2025-08-04T12:01,labels,True,call_center,Hard to read buttons,,
1220,1220,Croatia,Desktop,2025-04-25T12:37,none,True,in-app_survey,No issues,,
1221,1221,Andorra,Desktop,2025-03-25T06:07,labels,False,support_email,Audio captions missing,,
1222,1222,Monaco,Desktop,2025-08-01T00:24,none,False,call_center,Screenreader skips sections,4.9,"feature-request,bug-report,resolved"
1223,1223,Hungary,Desktop,2025-12-03T20:41,none,False,call_center,Hard to read buttons,4.8,bug-report
1224,1224,Czech Republic,Tablet,2025-11-11T01:09,none,True,website_form,Hard to read buttons,,
1225,1225,Ireland,Tablet,2025-11-10T11:39,labels,True,call_center,No issues,1.6,"bug-report,urgent,frustrated"
1226,1226,Finland,Mobile,2025-02-26T05:01,labels,True,support_email,Audio captions missing,3.1,frustrated
1227,1227,Poland,Tablet,2025-06-01T00:21,contrast,False,in-app_survey,No issues,,
1228,1228,Germany,Tablet,2025-07-25T19:46,audio,True,website_form,Screenreader skips sections,,
1229,1229,Spain,Desktop,2025-08-15T13:54,audio,False,website_form,Hard to read buttons,4.6,bug-report
1230,1230,San Marino,Mobile,2025-10-22T22:06,labels,False,chatbot,Color contrast poor,2.9,"minor,feature-request"
1231,1231,Portugal,Tablet,2025-02-23T12:18,audio,True,website_form,Color contrast poor,3.1,minor
1232,1232,Estonia,Tablet,2025-10-17T16:36,navigation,True,support_email,Audio captions missing,3.9,"feature-request,frustrated"
1233,1233,Italy,Desktop,2025-03-01T04:40,contrast,True,website_form,Audio captions missing,1.6,"resolved,urgent,bug-report"
1234,1234,Iceland,Tablet,2025-10-13T14:13,labels,False,chatbot,All accessible,3.3,"resolved,feature-request"
1235,1235,Poland,Mobile,2025-08-25T17:29,video,True,support_email,Font size adjustable,2.1,"feature-request,resolved,minor"
1236,1236,Netherlands,Desktop,2025-08-27T03:07,audio,False,website_form,Navigation confusing,2.5,"urgent,satisfied,minor"
1237,1237,Monaco,Desktop,2025-07-27T16:12,font_size,True,in-app_survey,Color contrast poor,2.7,resolved
1238,1238,Romania,Tablet,2025-10-25T04:36,none,True,chatbot,Navigation confusing,,
1239,1239,Andorra,Desktop,2025-06-06T03:43,font_size,True,website_form,Audio captions missing,,
1240,1240,Czech Republic,Desktop,2025-07-10T12:57,audio,False,call_center,All accessible,,
1241,1241,Poland,Tablet,2025-09-22T09:13,video,True,in-app_survey,Audio captions missing,3.9,"urgent,resolved"
1242,1242,Austria,Mobile,2025-03-21T13:25,audio,True,website_form,Navigation confusing,2.9,resolved
1243,1243,Belgium,Tablet,2025-12-19T21:09,font_size,False,website_form,Font size adjustable,4.9,"minor,bug-report"
1244,1244,UK,Tablet,2025-02-17T09:33,contrast,False,website_form,All accessible,,
1245,1245,Spain,Tablet,2025-06-09T01:24,none,False,in-app_survey,All accessible,1.5,"satisfied,bug-report,minor"
1246,1246,Denmark,Tablet,2025-12-28T15:48,navigation,True,chatbot,Screenreader skips sections,,
1247,1247,Liechtenstein,Tablet,2025-07-14T01:40,contrast,False,support_email,Font size adjustable,3.9,"resolved,feature-request,minor"
1248,1248,Turkey,Mobile,2025-11-27T08:22,contrast,True,in-app_survey,All accessible,,
1249,1249,Netherlands,Tablet,2025-08-18T19:53,audio,False,chatbot,Audio captions missing,3.0,"bug-report,frustrated,feature-request"
1250,1250,Belgium,Desktop,2025-06-19T21:45,audio,False,call_center,Hard to read buttons,1.4,"urgent,satisfied,resolved"
1251,1251,Germany,Mobile,2025-11-24T13:42,contrast,True,chatbot,No issues,4.2,"satisfied,resolved"
1252,1252,Slovenia,Desktop,2025-12-15T08:22,none,False,support_email,Color contrast poor,4.8,feature-request
1253,1253,Poland,Desktop,2025-04-18T17:41,navigation,False,support_email,No issues,4.1,"bug-report,frustrated"
1254,1254,Portugal,Mobile,2025-06-20T17:47,none,True,support_email,Font size adjustable,,
1255,1255,Liechtenstein,Tablet,2025-03-25T12:12,navigation,False,support_email,Navigation confusing,3.9,"bug-report,feature-request,satisfied"
1256,1256,Bulgaria,Desktop,2025-03-11T00:07,font_size,False,chatbot,Font size adjustable,,
1257,1257,San Marino,Desktop,2025-07-20T22:04,font_size,True,in-app_survey,Audio captions missing,,
1258,1258,Norway,Tablet,2025-06-18T11:25,font_size,False,in-app_survey,Font size adjustable,,
1259,1259,Portugal,Mobile,2025-04-15T01:15,audio,True,support_email,Hard to read buttons,,
1260,1260,Switzerland,Desktop,2025-04-15T20:51,font_size,True,in-app_survey,Font size adjustable,,
1261,1261,Malta,Tablet,2025-10-07T13:11,none,False,chatbot,Audio captions missing,1.1,"bug-report,resolved,frustrated"
1262,1262,Bulgaria,Mobile,2025-07-12T11:57,font_size,False,chatbot,Navigation confusing,,
1263,1263,Austria,Tablet,2025-10-05T03:58,none,False,chatbot,Navigation confusing,3.8,"resolved,frustrated"
1264,1264,Romania,Tablet,2025-12-21T17:52,font_size,False,support_email,Hard to read buttons,4.3,frustrated
1265,1265,Latvia,Mobile,2025-10-14T02:10,contrast,False,chatbot,Hard to read buttons,,
1266,1266,Luxembourg,Tablet,2025-03-03T21:22,contrast,False,chatbot,Font size adjustable,,
1267,1267,France,Tablet,2025-10-16T13:45,none,True,call_center,Color contrast poor,,
1268,1268,Hungary,Tablet,2025-12-22T09:21,font_size,False,website_form,Navigation confusing,,
1269,1269,Italy,Tablet,2025-06-19T03:49,contrast,True,chatbot,Audio captions missing,,
1270,1270,Iceland,Desktop,2025-10-25T05:53,font_size,True,call_center,Screenreader skips sections,,
1271,1271,Serbia,Mobile,2025-07-23T15:08,none,False,website_form,Screenreader skips sections,1.4,"satisfied,frustrated"
1272,1272,Portugal,Desktop,2025-05-13T06:14,navigation,True,support_email,All accessible,1.7,"feature-request,bug-report"
1273,1273,Andorra,Mobile,2025-01-20T01:35,contrast,False,in-app_survey,No issues,,
1274,1274,Greece,Mobile,2025-05-01T18:36,navigation,True,website_form,Color contrast poor,4.9,urgent
1275,1275,Liechtenstein,Desktop,2025-09-07T11:06,none,True,chatbot,Navigation confusing,,
1276,1276,Latvia,Tablet,2025-03-17T04:52,none,False,in-app_survey,Hard to read buttons,,
1277,1277,Belgium,Mobile,2025-05-04T11:43,font_size,True,in-app_survey,All accessible,,
1278,1278,Serbia,Mobile,2025-02-22T17:04,navigation,True,support_email,No issues,1.6,"feature-request,bug-report,satisfied"
1279,1279,Croatia,Desktop,2025-06-02T15:51,none,True,chatbot,Screenreader skips sections,4.3,resolved
1280,1280,Greece,Tablet,2025-10-19T22:34,audio,False,chatbot,Color contrast poor,,
1281,1281,Lithuania,Mobile,2025-07-13T02:31,contrast,False,in-app_survey,Navigation confusing,1.5,feature-request
1282,1282,Serbia,Mobile,2025-08-26T09:49,video,True,chatbot,Hard to read buttons,,
1283,1283,Finland,Tablet,2025-06-24T01:34,contrast,True,support_email,Audio captions missing,1.4,"frustrated,satisfied,resolved"
1284,1284,Lithuania,Tablet,2025-09-17T05:32,navigation,True,website_form,Screenreader skips sections,4.9,resolved
1285,1285,Finland,Desktop,2025-12-11T02:45,font_size,False,website_form,Hard to read buttons,,
1286,1286,Austria,Tablet,2025-06-06T12:52,font_size,False,call_center,Hard to read buttons,2.5,"urgent,feature-request,resolved"
1287,1287,Hungary,Desktop,2025-11-24T08:26,video,True,call_center,Audio captions missing,3.4,"frustrated,feature-request,bug-report"
